date,cu_regime,guidance_status,throughput_tpd,cu_feed_ppm,cu_solution_ppm_avg,free_cn_ppm_avg,wad_gpl_avg,complexed_cn_gpl_avg,specific_nacn_kgpt,nacn_consumption_tpd,recovery_au_pct,expected_nacn_tpd_band_regime,expected_specific_nacn_band_regime,expected_free_cn_band_regime,analogue_count,expected_nacn_tpd_band_analog,expected_specific_nacn_band_analog,expected_free_cn_band_analog,guidance_comment
2025-11-27,High Cu,Critical,14773.4685,3128.582227224794,5724.5625,114.8125,15.2540625,15.13925,6.914422296971087,102.15,77.93121643432994,22.7 to 53.4,2.87 to 4.9,186 to 422,30,48.8 to 69.1,3.44 to 5.44,169 to 401,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-28,High Cu,Critical,12375.184500000001,2827.985453811084,6099.4375,168.3125,16.866875,16.6985625,5.7780956720281615,71.505,80.5879314132482,22.7 to 53.4,2.87 to 4.9,186 to 422,30,49.4 to 69.3,3.51 to 5.74,167 to 383,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-11-29,High Cu,Critical,3711.6765,2572.8910038655263,6570.0,32.0,16.299999999999997,16.267999999999997,8.256376869050953,30.645,68.13461035509305,22.7 to 53.4,2.87 to 4.9,186 to 422,30,51.3 to 69.3,3.63 to 5.8,167 to 352,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-02,High Cu,Critical,8414.5005,822.8753041939447,6453.35,7.226999999999999,14.405,14.397772999999999,4.278328820587746,36.0,67.19122044103638,22.7 to 53.4,2.87 to 4.9,186 to 422,30,48.8 to 69.3,3.54 to 5.8,157 to 336,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-03,High Cu,Critical,8805.1005,711.109394410116,5559.0,31.916666666666668,13.767083333333332,13.735166666666665,6.675676217437836,58.78,58.45295978440057,22.7 to 53.4,2.87 to 4.9,186 to 422,30,46.3 to 69.3,3.63 to 5.8,148 to 319,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-04,High Cu,Critical,13133.925000000001,601.4768786588278,4981.5625,285.46875,14.501562499999999,14.216093749999999,4.925793317686829,64.695,68.48722787978775,22.7 to 53.4,2.87 to 4.9,186 to 422,30,49.4 to 70.9,3.51 to 5.8,148 to 357,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-05,High Cu,Watch,14454.153,1586.2753624174798,4729.53125,627.3125,14.850000000000001,14.222687500000001,3.053101762517665,44.129999999999995,59.628366743032544,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 70.9,2.74 to 5.44,177 to 503,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-06,High Cu,Watch,13678.812,1958.9254569959166,4455.8125,446.3125,13.647812499999999,13.2015,0.9957005038156824,13.620000000000001,63.386394268301906,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.4 to 67.2,2.75 to 4.86,250 to 527,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-07,High Cu,Critical,12695.4765,2343.7351115917927,4130.666666666667,216.33333333333334,11.742916666666666,11.526583333333333,0.5364115320917651,6.81,69.51895158295113,22.7 to 53.4,2.87 to 4.9,186 to 422,30,45.7 to 67.2,2.75 to 5.12,220 to 471,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-08,High Cu,Critical,13258.917000000001,1980.8490122191977,3907.0625,264.6875,11.149062500000001,10.884375,2.824891354248616,37.455,60.742344943141724,22.7 to 53.4,2.87 to 4.9,186 to 422,30,49.4 to 69.3,3.44 to 5.71,167 to 361,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-09,High Cu,Critical,15041.0295,1976.1941675559974,3918.46875,249.3125,11.247499999999999,10.998187499999998,3.471171969977188,52.21,58.07380337371361,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 68.6,2.73 to 4.79,215 to 471,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-10,High Cu,Watch,15320.308500000001,3087.3931716674456,3978.59375,130.46875,10.778125000000001,10.64765625,3.0374714712827093,46.535,,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 69.3,2.77 to 4.9,168 to 336,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-11,High Cu,Critical,16057.566,1838.8210804620824,3880.0625,147.6875,10.666562500000001,10.518875000000001,3.675525917190687,59.019999999999996,,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 69.1,2.77 to 4.79,169 to 336,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-12,High Cu,Critical,18003.7305,2520.073578368628,4023.34375,187.8125,11.072499999999998,10.884687499999998,3.5934219299716794,64.695,71.18579162776389,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.4 to 69.1,2.77 to 4.79,177 to 383,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-13,High Cu,Critical,16905.168,2396.6441179163394,4279.9375,138.1875,11.660625000000001,11.5224375,4.271770620676469,72.215,70.00128287651034,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 69.1,2.73 to 4.79,169 to 357,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-14,High Cu,Critical,18128.7225,2932.3006280691743,4213.3125,93.075,11.0328125,10.9397375,3.2765684399438517,59.4,68.07066767085033,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 69.1,2.73 to 4.64,169 to 383,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-15,High Cu,Watch,8536.563,1481.8575882670696,4021.0999999999995,84.535,10.4285,10.343964999999999,3.373723124868873,28.8,76.36524271838323,22.7 to 53.4,2.87 to 4.9,186 to 422,30,49.5 to 69.1,3.76 to 5.8,143 to 283,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-16,High Cu,Critical,15238.282500000001,944.1412381221076,3822.21875,285.325,10.8821875,10.5968625,3.720891773728437,56.7,76.20646749929976,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 64.7,2.75 to 4.57,189 to 398,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-17,High Cu,Critical,17088.75,2253.4809327361986,3434.53125,353.4375,10.27125,9.9178125,3.452563821227416,59.0,65.14039404763719,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.9 to 61.9,2.73 to 4.31,239 to 500,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-18,High Cu,Critical,17494.974000000002,2885.800363338595,3708.65625,157.4375,9.805,9.6475625,4.115467676602434,72.0,69.90998361286894,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 64.1,2.75 to 4.44,169 to 351,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2025-12-19,High Cu,Critical,5047.5285,1693.429251457813,4290.0,17.375,10.1575,10.140125000000001,11.37190211011191,57.4,65.05409063698778,22.7 to 53.4,2.87 to 4.9,186 to 422,30,49.5 to 69.1,3.97 to 5.8,133 to 282,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-20,High Cu,Critical,15159.186,2046.0663426495069,4036.9375,487.3125,12.26375,11.7764375,5.679724491803188,86.1,68.68740498040502,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.4 to 64.1,2.8 to 4.61,262 to 500,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-21,High Cu,Critical,17937.3285,668.9519029605772,4164.375,522.5,12.9253125,12.4028125,4.248124239905625,76.2,70.15258141354684,22.7 to 53.4,2.87 to 4.9,186 to 422,30,44.4 to 69.3,2.86 to 4.61,220 to 498,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-22,High Cu,Watch,17060.431500000002,1754.5170999727086,4108.9375,766.3125,13.390937499999998,12.624624999999998,3.2238340513251376,55.0,72.31708141263141,22.7 to 53.4,2.87 to 4.9,186 to 422,30,30.7 to 67.2,2.18 to 4.84,373 to 673,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-23,High Cu,Watch,13898.524500000001,852.886952836097,3954.25,826.8125,13.1371875,12.310375,3.007513495407372,41.8,75.42008978792435,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.9 to 62.5,2.72 to 4.64,324 to 673,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-24,High Cu,Watch,8334.4275,1360.363514570887,4187.8125,537.4375,12.948125,12.4106875,3.695514778909529,30.8,73.95165287145336,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.5 to 62.5,3.13 to 5.52,266 to 558,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-25,High Cu,Critical,6302.331,2964.6411363241778,4445.625,220.87499999999997,12.951666666666668,12.730791666666669,3.241657729497229,20.43,70.29247217932196,22.7 to 53.4,2.87 to 4.9,186 to 422,30,36.4 to 68.6,3.6 to 6.11,122 to 319,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-26,High Cu,Critical,8699.638500000001,1392.9248520751764,4161.5,171.5625,12.0015625,11.83,3.9139557350572667,34.05,62.302264794506,22.7 to 53.4,2.87 to 4.9,186 to 422,30,36.4 to 67.2,3.6 to 5.74,143 to 311,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-27,High Cu,Critical,8542.422,735.8365807672767,4149.25,220.40625,12.265625,12.04521875,8.370576869183001,71.505,70.97104607223923,22.7 to 53.4,2.87 to 4.9,186 to 422,30,34.5 to 62.2,3.54 to 5.52,167 to 336,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-28,High Cu,Watch,11060.8155,474.1156387033753,4237.03125,294.3125,12.9953125,12.701,2.8732058680483368,31.78,76.82553855972391,22.7 to 53.4,2.87 to 4.9,186 to 422,30,40.3 to 68.6,3.51 to 5.52,215 to 361,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2025-12-29,High Cu,Watch,15195.3165,628.0619507318296,4064.5625,397.25,12.836875,12.439625,3.143073722748717,47.760000000000005,78.34977113498456,22.7 to 53.4,2.87 to 4.9,186 to 422,30,46.8 to 71.3,3.14 to 4.64,199 to 440,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-30,High Cu,Watch,13802.827500000001,814.1135703924353,3937.59375,373.71875,12.38125,12.00753125,1.7271823472400853,23.84,73.2964317935105,22.7 to 53.4,2.87 to 4.9,186 to 422,30,39.4 to 69.0,2.84 to 4.64,251 to 440,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2025-12-31,High Cu,Watch,15507.7965,1234.03929232528,3806.96875,341.3125,11.7709375,11.429625,3.147126672702985,48.805,77.54419699323027,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 69.3,2.84 to 4.57,199 to 403,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-01,High Cu,Watch,18452.4676,2066.9381167949955,3899.8,356.35,12.0275,11.671149999999999,1.7837722690270432,24.97,63.35438115807025,22.7 to 53.4,2.87 to 4.9,186 to 422,30,46.0 to 71.3,2.83 to 4.45,175 to 391,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-02,High Cu,Critical,14598.3908,1859.5727608014477,4148.25,264.90625,12.325,12.06009375,6.4531085165907465,40.86,63.2381037262785,22.7 to 53.4,2.87 to 4.9,186 to 422,30,46.0 to 69.3,2.94 to 4.64,189 to 356,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-03,High Cu,Watch,13801.9728,592.672652550923,4165.142857142857,797.0357142857143,13.424999999999999,12.627964285714285,1.5624577958884256,18.16,51.03704728448889,22.7 to 53.4,2.87 to 4.9,186 to 422,30,31.0 to 59.0,2.57 to 4.5,409 to 693,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-04,High Cu,Critical,15477.870799999999,583.5138888888888,4333.28125,186.59375,12.3696875,12.18309375,6.086625299908823,37.458,56.61331154493624,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 69.3,2.94 to 4.79,175 to 342,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-05,High Cu,Watch,15947.903999999999,641.6172569263504,4387.21875,986.6875,19.0484375,18.06175,1.3471989798784845,18.08,56.09724563022704,22.7 to 53.4,2.87 to 4.9,186 to 422,30,28.3 to 59.0,1.85 to 4.14,489 to 763,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-06,High Cu,Watch,15947.903999999999,646.6423355993044,4396.4375,322.78125,13.3634375,13.04065625,2.287447930461583,10.08,70.53823717724511,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 71.3,3.14 to 4.79,187 to 356,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-07,High Cu,Watch,14626.729599999999,525.4924794920757,3954.46875,276.71875,11.865312500000002,11.588593750000001,2.6827596512073346,12.0,73.17796935219796,22.7 to 53.4,2.87 to 4.9,186 to 422,30,33.2 to 68.1,2.76 to 4.64,199 to 356,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-08,High Cu,Critical,16155.070399999999,1591.5928199104578,4313.0625,229.4375,12.6096875,12.38025,4.396452521803929,40.025,72.7255062506527,22.7 to 53.4,2.87 to 4.9,186 to 422,30,43.7 to 69.3,3.14 to 4.64,175 to 337,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-09,High Cu,Critical,15200.346,1930.9691233274891,3902.09375,183.46875,11.4209375,11.237468750000001,4.088064837471463,25.82,82.07766882665467,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.1 to 67.8,2.94 to 4.64,187 to 298,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-10,High Cu,Critical,9314.670399999999,2246.935281837873,3659.1,146.05,10.3915,10.24545,3.783279331064682,8.0,81.88442302695876,22.7 to 53.4,2.87 to 4.9,186 to 422,30,32.3 to 61.2,3.54 to 5.95,168 to 285,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-11,High Cu,Critical,9674.279999999999,2659.661985684055,3556.75,144.14285714285714,10.15357142857143,10.009428571428574,4.13467462178064,24.0,69.75253009964445,22.7 to 53.4,2.87 to 4.9,186 to 422,30,32.3 to 61.2,3.54 to 5.74,168 to 283,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-12,High Cu,Critical,15077.218799999999,2456.792718453106,3818.178571428571,63.642857142857146,9.944642857142858,9.881,4.045839011104621,25.0,59.47512220809573,22.7 to 53.4,2.87 to 4.9,186 to 422,30,28.7 to 67.8,3.14 to 4.59,160 to 276,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-13,High Cu,Critical,17446.928799999998,3032.609106293243,4272.625,139.375,11.693124999999998,11.553749999999999,4.585334239456517,40.0,69.15576915634234,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.1 to 69.3,3.14 to 4.79,154 to 274,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-14,High Cu,Critical,13162.884,1748.6008776494298,4704.6875,100.40625,12.703750000000001,12.60334375,6.487939877005678,42.7,79.75875970508814,22.7 to 53.4,2.87 to 4.9,186 to 422,30,32.3 to 67.8,3.54 to 4.9,146 to 265,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-15,High Cu,Watch,15558.001199999999,820.3583243957316,4434.4375,477.9375,13.63,13.152062500000001,3.8565365324692227,30.0,78.56424649065856,22.7 to 53.4,2.87 to 4.9,186 to 422,30,33.2 to 61.9,2.92 to 4.61,239 to 403,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-16,High Cu,Watch,16604.5824,1712.8913348303133,4317.625,326.90625,12.8371875,12.51028125,3.938671772919746,32.7,78.60727533816187,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.1 to 68.1,3.14 to 4.64,184 to 322,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-17,High Cu,Critical,17263.2152,196.96304496743258,4460.0625,211.625,12.8640625,12.6524375,3.4755982188068884,30.0,81.71972715775955,22.7 to 53.4,2.87 to 4.9,186 to 422,30,33.9 to 64.1,3.21 to 4.6,160 to 295,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-18,High Cu,Watch,15839.434799999999,1217.1317824003177,4040.5625,502.46875,12.7928125,12.29034375,3.21097315921904,32.7,84.9254748727444,22.7 to 53.4,2.87 to 4.9,186 to 422,30,30.7 to 58.4,2.71 to 4.36,331 to 503,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-19,High Cu,Watch,12435.8472,619.7939145663518,4188.5625,361.125,12.7825,12.421375000000001,1.0952209190862365,3.405,85.91475221323229,22.7 to 53.4,2.87 to 4.9,186 to 422,30,30.4 to 61.9,3.14 to 4.64,251 to 403,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-20,High Cu,Watch,15688.946,1526.7012279675478,4091.78125,291.70982142857144,12.355982142857144,12.064272321428572,1.953286090729103,13.62,72.81332381100542,22.7 to 53.4,2.87 to 4.9,186 to 422,30,30.7 to 64.1,3.21 to 4.79,171 to 322,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-21,High Cu,Critical,16879.1756,2011.2227947412782,4229.1875,269.0625,12.281875000000001,12.0128125,4.303527714943614,40.86,77.67584581711793,22.7 to 53.4,2.87 to 4.9,186 to 422,30,30.0 to 68.1,3.23 to 4.57,174 to 326,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-22,High Cu,Critical,15626.4052,565.2992194882572,4158.34375,174.375,11.9134375,11.739062500000001,5.473747730540099,45.4,73.64805683021743,22.7 to 53.4,2.87 to 4.9,186 to 422,30,30.7 to 61.0,3.14 to 4.57,168 to 283,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
